Generation,Avg Fitness,Best Fitness,Avg Size,Best Individual,Simplified
10,9913615.943979653,3211.9489754519614,9913615.943979653,(((((-8.301260055185526 - (X1  * (((-1.7880543133588294 + X1 ) + 3.3201717854092117) - (X1  * 6.0196918338450836)))) - -7.645393724432299) - -1.4058829865114912) + 5.07793723293646) * X1 ),(((((-8.301260055185526 - (X1  * (((-1.7880543133588294 + X1 ) + 3.3201717854092117) - (X1  * 6.0196918338450836)))) - -7.645393724432299) - -1.4058829865114912) + 5.07793723293646) * X1 )
11,4260595.135725981,2956.034861938657,4260595.135725981,(X1  * (((((-6.401702418343156 / -7.759397196180762) - (X1  + (-1.720532347405257 + (3.7630748605486826 + X1 )))) / (((6.134843588709394 / (-8.731132650704478 - (-8.146380638816272 - -3.6296577743524487))) * -8.339804890855858) / -7.759397196180762)) + (X1  * 3.7594917208429397)) * (X1  - 0.4764417828089904))),(X1  * ((((0.8250257405941438 - (X1  + (-1.720532347405257 + (3.7630748605486826 + X1 )))) / -1.5645687074338221) + (X1  * 3.7594917208429397)) * (X1  - 0.4764417828089904)))
12,2.846270418825252E8,2313.7617393089745,2.846270418825252E8,((3.4655464267815557 - -8.899206592852714) + (0.8141161326202209 * (((X1  * ((6.134843588709394 / (8.043121145266454 / ((X1  * 8.043121145266454) - (-1.720532347405257 + (((-2.1085959544298927 * 3.4655464267815557) / -9.455984255346173) * 6.818079745998215))))) * X1 )) - (3.7594917208429397 + 3.3201717854092117)) - 1.0358117703975545))),(12.36475301963427 + (0.8141161326202209 * (((X1  * ((6.134843588709394 / (8.043121145266454 / ((X1  * 8.043121145266454) - 3.5483733587970843))) * X1 )) - 7.079663506252151) - 1.0358117703975545)))
13,8682278.610801784,2275.9673014883692,8682278.610801784,(((2.1303209803318026 * 6.908808617463148) - (2.1303209803318026 - 5.413018859629791)) - ((((-4.696552661115787 * X1 ) * 6.134843588709394) + ((6.0196918338450836 / 8.599545479559822) - (((-8.522059492728506 - -8.339804890855858) / (-3.6296577743524487 / 1.5208354511474163)) + (X1  / (2.423149099447448 / 1.7868121654375742))))) - (((-2.9575277139090472 - ((X1  * ((X1  + 6.065465207793011) + -4.696552661115787)) + -7.269165676445022)) * (-5.05478452846186 * X1 )) - (((X1  * ((X1  + 6.065465207793011) + -4.696552661115787)) + 4.125496025132115) * 8.779453548425675)))),(18.000677826176886 - ((((-4.696552661115787 * X1 ) * 6.134843588709394) + (0.7000011626374012 - (0.07636512224961259 + (X1  / 1.3561297299842598)))) - (((-2.9575277139090472 - ((X1  * ((X1  + 6.065465207793011) + -4.696552661115787)) + -7.269165676445022)) * (-5.05478452846186 * X1 )) - (((X1  * ((X1  + 6.065465207793011) + -4.696552661115787)) + 4.125496025132115) * 8.779453548425675))))
14,4425038.238195728,1503.5641493991407,4425038.238195728,(((((-6.401702418343156 * (((((X1  * -7.611237163643354) + (3.753945243642523 * ((((3.4655464267815557 - -2.070673923608801) / 5.469929931789103) * ((-7.100101144184587 / -9.497890630171334) * -1.720532347405257)) + (-4.696552661115787 + (-0.9321258161886057 + (-2.9575277139090472 + 3.9642706919519917)))))) / -9.455984255346173) * (5.413018859629791 / 3.753945243642523)) / ((((((-5.05478452846186 * 8.043121145266454) - ((1.965925971165392 / 4.498887775141176) / -8.731132650704478)) - (3.3201717854092117 / (3.429362847223807 * 7.892822434591441))) + 2.1303209803318026) * -7.269165676445022) / (-1.720532347405257 + ((9.245252178278061 + 8.798653208150945) - ((0.4735158659601364 + (-3.5916793651831895 + -2.1085959544298927)) + (4.125496025132115 * (((7.725850335687031 + 6.0196918338450836) * (3.7630748605486826 + ((3.4655464267815557 / 3.7594917208429397) + X1 ))) + ((-9.0880623659558 + -2.9575277139090472) + (1.7868121654375742 / 7.892822434591441)))))))))) / -7.645393724432299) + (((X1  + 3.7594917208429397) / -3.6572570558221003) - (-8.124829341017698 - (((-6.401702418343156 - ((X1  * ((X1  + 3.429362847223807) + -4.696552661115787)) + X1 )) * (-5.05478452846186 * X1 )) - ((3.7630748605486826 + (8.043121145266454 / 8.599545479559822)) * 8.779453548425675))))) + (((6.908808617463148 + -3.5916793651831895) / ((6.920429905102353 - ((1.0358117703975545 * -9.315797402397457) - 0.7845674099000473)) * (9.306014002164936 - 9.306014002164936))) - -0.11559779943200965)) + (X1  * (3.7630748605486826 * -7.645393724432299))),(((((-6.401702418343156 * (((((X1  * -7.611237163643354) + -22.237238614457063) / -9.455984255346173) * 1.4419546659070173) / (280.5791686412569 / (-1.720532347405257 + (18.043905386429007 - (-5.226759453652946 + (4.125496025132115 * ((13.745542169532115 * (3.7630748605486826 + (0.92181249065353 + X1 ))) + -11.81920564258084)))))))) / -7.645393724432299) + (((X1  + 3.7594917208429397) / -3.6572570558221003) - (-8.124829341017698 - (((-6.401702418343156 - ((X1  * ((X1  + 3.429362847223807) + -4.696552661115787)) + X1 )) * (-5.05478452846186 * X1 )) - 41.24912939361264)))) + Infinity) + (X1  * -28.770188923407847))
15,2765722.7472821907,936.7014594095889,2765722.7472821907,(((-8.301260055185526 - (X1  * (5.218788944742368 - (X1  * 6.0196918338450836)))) - -7.672857539806566) - ((6.908808617463148 + 2.0433566789958046) - (((-1.720532347405257 - ((X1  * ((X1  + 6.065465207793011) + -7.672857539806566)) + -0.9321258161886057)) * (-5.05478452846186 * X1 )) - (0.45905987754110633 * 8.779453548425675)))),(((-8.301260055185526 - (X1  * (5.218788944742368 - (X1  * 6.0196918338450836)))) - -7.672857539806566) - (8.952165296458952 - (((-1.720532347405257 - ((X1  * ((X1  + 6.065465207793011) + -7.672857539806566)) + -0.9321258161886057)) * (-5.05478452846186 * X1 )) - 4.030294870818122)))
16,1.9315528878228616E7,936.7014594095889,1.9315528878228616E7,(((-8.301260055185526 - (X1  * (5.218788944742368 - (X1  * 6.0196918338450836)))) - -7.672857539806566) - ((6.908808617463148 + 2.0433566789958046) - (((-1.720532347405257 - ((X1  * ((X1  + 6.065465207793011) + -7.672857539806566)) + -0.9321258161886057)) * (-5.05478452846186 * X1 )) - (0.45905987754110633 * 8.779453548425675)))),(((-8.301260055185526 - (X1  * (5.218788944742368 - (X1  * 6.0196918338450836)))) - -7.672857539806566) - (8.952165296458952 - (((-1.720532347405257 - ((X1  * ((X1  + 6.065465207793011) + -7.672857539806566)) + -0.9321258161886057)) * (-5.05478452846186 * X1 )) - 4.030294870818122)))
17,8.068813321967067E7,746.7464281128017,8.068813321967067E7,(((((-6.401702418343156 * (((((X1  * -7.611237163643354) + (3.753945243642523 * ((((3.4655464267815557 - -2.070673923608801) / 5.469929931789103) * ((-7.100101144184587 / -9.497890630171334) * -1.720532347405257)) + (-4.696552661115787 + (-0.9321258161886057 + (-2.9575277139090472 + 3.9642706919519917)))))) / -9.455984255346173) * (5.413018859629791 / ((-4.696552661115787 * (9.166920014073014 * X1 )) / ((-7.269165676445022 - ((((3.429362847223807 - ((X1  + 2.1303209803318026) * X1 )) * 0.45905987754110633) - 0.5515236234342389) + 1.7868121654375742)) * -7.269165676445022)))) / ((((((-5.05478452846186 * 8.043121145266454) - ((1.965925971165392 / 4.498887775141176) / -8.731132650704478)) - (3.3201717854092117 / (3.429362847223807 * 7.892822434591441))) + 2.1303209803318026) * -7.269165676445022) / (-1.720532347405257 + ((9.245252178278061 + 8.798653208150945) - ((0.4735158659601364 + (-3.5916793651831895 + -2.1085959544298927)) + (4.125496025132115 * (((7.725850335687031 + 6.0196918338450836) * (3.7630748605486826 + ((3.4655464267815557 / 3.7594917208429397) + X1 ))) + ((-9.0880623659558 + -2.9575277139090472) + (1.7868121654375742 / 7.892822434591441)))))))))) / -7.645393724432299) + (((X1  + 3.7594917208429397) / -3.6572570558221003) - (-8.124829341017698 - (((-6.401702418343156 - ((X1  * ((X1  + 3.429362847223807) + -4.696552661115787)) + X1 )) * (-5.05478452846186 * X1 )) - ((3.7630748605486826 + (8.043121145266454 / 8.599545479559822)) * 8.779453548425675))))) + (((6.908808617463148 + -3.5916793651831895) / ((6.920429905102353 - ((1.0358117703975545 * -9.315797402397457) - 0.7845674099000473)) * (9.306014002164936 - 9.306014002164936))) - -0.11559779943200965)) + (X1  * (3.7630748605486826 * -7.645393724432299))),(((((-6.401702418343156 * (((((X1  * -7.611237163643354) + -22.237238614457063) / -9.455984255346173) * (5.413018859629791 / ((-4.696552661115787 * (9.166920014073014 * X1 )) / ((-7.269165676445022 - ((((3.429362847223807 - ((X1  + 2.1303209803318026) * X1 )) * 0.45905987754110633) - 0.5515236234342389) + 1.7868121654375742)) * -7.269165676445022)))) / (280.5791686412569 / (-1.720532347405257 + (18.043905386429007 - (-5.226759453652946 + (4.125496025132115 * ((13.745542169532115 * (3.7630748605486826 + (0.92181249065353 + X1 ))) + -11.81920564258084)))))))) / -7.645393724432299) + (((X1  + 3.7594917208429397) / -3.6572570558221003) - (-8.124829341017698 - (((-6.401702418343156 - ((X1  * ((X1  + 3.429362847223807) + -4.696552661115787)) + X1 )) * (-5.05478452846186 * X1 )) - 41.24912939361264)))) + Infinity) + (X1  * -28.770188923407847))
18,8.18271686856447E7,692.0626339300263,8.18271686856447E7,((X1  / (((((-9.50163455662649 - ((X1  + 1.0358117703975545) * X1 )) / X1 ) + -8.731132650704478) + -4.696552661115787) / (7.725850335687031 * -7.269165676445022))) + (-8.731132650704478 + ((((0.4735158659601364 - (((3.1638304846399485 * (3.1638304846399485 * (3.5913392661691574 * X1 ))) + 0.5515236234342389) + (1.5208354511474163 * -9.315797402397457))) + (8.050038031076433 / -4.696552661115787)) / -7.269165676445022) * (X1  * X1 )))),((X1  / (((((-9.50163455662649 - ((X1  + 1.0358117703975545) * X1 )) / X1 ) + -8.731132650704478) + -4.696552661115787) / -56.16048608152742)) + (-8.731132650704478 + ((((0.4735158659601364 - (((3.1638304846399485 * (3.1638304846399485 * (3.5913392661691574 * X1 ))) + 0.5515236234342389) + -14.167794945273066)) + -1.7140312505649493) / -7.269165676445022) * (X1  * X1 ))))
19,4.72366068105194E7,670.7145449570984,4.72366068105194E7,((3.7594917208429397 * X1 ) + (0.8141161326202209 * (((X1  * ((6.134843588709394 / (8.043121145266454 / ((X1  * 8.043121145266454) - (-1.720532347405257 + (((-2.1085959544298927 * 3.4655464267815557) / -9.455984255346173) * 6.818079745998215))))) * X1 )) - (3.7594917208429397 + 3.3201717854092117)) - 1.0358117703975545))),((3.7594917208429397 * X1 ) + (0.8141161326202209 * (((X1  * ((6.134843588709394 / (8.043121145266454 / ((X1  * 8.043121145266454) - 3.5483733587970843))) * X1 )) - 7.079663506252151) - 1.0358117703975545)))
20,9.709019678049853E7,670.7145449570984,9.709019678049853E7,((3.7594917208429397 * X1 ) + (0.8141161326202209 * (((X1  * ((6.134843588709394 / (8.043121145266454 / ((X1  * 8.043121145266454) - (-1.720532347405257 + (((-2.1085959544298927 * 3.4655464267815557) / -9.455984255346173) * 6.818079745998215))))) * X1 )) - (3.7594917208429397 + 3.3201717854092117)) - 1.0358117703975545))),((3.7594917208429397 * X1 ) + (0.8141161326202209 * (((X1  * ((6.134843588709394 / (8.043121145266454 / ((X1  * 8.043121145266454) - 3.5483733587970843))) * X1 )) - 7.079663506252151) - 1.0358117703975545)))
21,6.79799098807298E7,530.3868388651458,6.79799098807298E7,((X1  / ((5.07793723293646 * 7.725850335687031) / ((-7.269165676445022 - (((-2.9575277139090472 - -7.432207565647142) - 0.5515236234342389) + -8.522059492728506)) * ((((-9.50163455662649 - ((X1  / 2.1303209803318026) * X1 )) / 0.45905987754110633) + -8.731132650704478) + 4.498887775141176)))) + (-8.731132650704478 + (((((3.4655464267815557 + 9.306014002164936) - (((3.1638304846399485 * (3.1638304846399485 * (3.5913392661691574 * X1 ))) + 0.5515236234342389) + (1.5208354511474163 * -2.1085959544298927))) + ((9.166920014073014 * (X1  * (5.413018859629791 / 3.753945243642523))) / (X1  * (((((2.423149099447448 * -3.5916793651831895) - ((3.7630748605486826 * (3.4655464267815557 - (((((-9.832983476456661 * -3.6296577743524487) - (((-8.522059492728506 * (-4.170921935950873 / (-0.9321258161886057 * -2.9575277139090472))) / (-8.899206592852714 - 3.1638304846399485)) - (((-1.7880543133588294 * ((9.337767457150466 * 5.07793723293646) - 9.166920014073014)) - X1 ) + (-2.070673923608801 * -7.269165676445022)))) - (3.3201717854092117 / (((X1  * ((3.753945243642523 + (1.0358117703975545 * (((0.1379878187280088 + (-4.696552661115787 - (8.599545479559822 + (X1  * (X1  * X1 ))))) * X1 ) * (X1  * 2.1303209803318026)))) - (((-9.455984255346173 / ((((-8.301260055185526 - (X1  * (-2.0715112755410603 - X1 ))) - ((5.98412073287049 * (3.2806806598133083 / ((6.920429905102353 * 4.498887775141176) / (((((-4.696552661115787 * (-8.899206592852714 + (1.7868121654375742 / ((-8.731132650704478 * -9.0880623659558) * 6.818079745998215)))) / (3.5913392661691574 / -2.4906038173687506)) - (-9.50163455662649 - 7.892822434591441)) * 6.818079745998215) / X1 )))) / (-1.554731669070792 - (8.043121145266454 * -9.455984255346173)))) - -1.4058829865114912) + 3.9642706919519917)) + 6.908808617463148) + 8.85986827551643))) / (X1  / (-3.4016098318904175 * 6.818079745998215))) * 2.1303209803318026))) / 2.0493642724370957) - -4.696552661115787))) / 3.1638304846399485)) / ((-2.1085959544298927 * -9.455984255346173) / -7.759397196180762)) + (X1  * 3.7594917208429397)) * X1 )))) / -7.269165676445022) * (X1  * X1 )))),((X1  / (39.23138307567982 / (-2.6702624120203717 * ((((-9.50163455662649 - ((X1  / 2.1303209803318026) * X1 )) / 0.45905987754110633) + -8.731132650704478) + 4.498887775141176)))) + (-8.731132650704478 + ((((12.771560428946492 - (((3.1638304846399485 * (3.1638304846399485 * (3.5913392661691574 * X1 ))) + 0.5515236234342389) + -3.2068274796430027)) + ((9.166920014073014 * (X1  * 1.4419546659070173)) / (X1  * ((((-8.703174619247628 - ((3.7630748605486826 * (3.4655464267815557 - ((((35.690364920400086 - (-1.0688496054177081 - ((-68.39249999645321 - X1 ) + 15.052071812606838))) - (3.3201717854092117 / (((X1  * ((3.753945243642523 + (1.0358117703975545 * (((0.1379878187280088 + (-4.696552661115787 - (8.599545479559822 + (X1  * (X1  * X1 ))))) * X1 ) * (X1  * 2.1303209803318026)))) - (((-9.455984255346173 / ((((-8.301260055185526 - (X1  * (-2.0715112755410603 - X1 ))) - ((5.98412073287049 * (3.2806806598133083 / (31.134237498786383 / (-78.95435798525322 / X1 )))) / 74.50089524441069)) - -1.4058829865114912) + 3.9642706919519917)) + 6.908808617463148) + 8.85986827551643))) / (X1  / -23.19244709860045)) * 2.1303209803318026))) / 2.0493642724370957) - -4.696552661115787))) / 3.1638304846399485)) / -2.569639063687804) + (X1  * 3.7594917208429397)) * X1 )))) / -7.269165676445022) * (X1  * X1 ))))
22,2.2734672256241583E11,530.3868388651458,2.2734672256241583E11,((X1  / ((5.07793723293646 * 7.725850335687031) / ((-7.269165676445022 - (((-2.9575277139090472 - -7.432207565647142) - 0.5515236234342389) + -8.522059492728506)) * ((((-9.50163455662649 - ((X1  / 2.1303209803318026) * X1 )) / 0.45905987754110633) + -8.731132650704478) + 4.498887775141176)))) + (-8.731132650704478 + (((((3.4655464267815557 + 9.306014002164936) - (((3.1638304846399485 * (3.1638304846399485 * (3.5913392661691574 * X1 ))) + 0.5515236234342389) + (1.5208354511474163 * -2.1085959544298927))) + ((9.166920014073014 * (X1  * (5.413018859629791 / 3.753945243642523))) / (X1  * (((((2.423149099447448 * -3.5916793651831895) - ((3.7630748605486826 * (3.4655464267815557 - (((((-9.832983476456661 * -3.6296577743524487) - (((-8.522059492728506 * (-4.170921935950873 / (-0.9321258161886057 * -2.9575277139090472))) / (-8.899206592852714 - 3.1638304846399485)) - (((-1.7880543133588294 * ((9.337767457150466 * 5.07793723293646) - 9.166920014073014)) - X1 ) + (-2.070673923608801 * -7.269165676445022)))) - (3.3201717854092117 / (((X1  * ((3.753945243642523 + (1.0358117703975545 * (((0.1379878187280088 + (-4.696552661115787 - (8.599545479559822 + (X1  * (X1  * X1 ))))) * X1 ) * (X1  * 2.1303209803318026)))) - (((-9.455984255346173 / ((((-8.301260055185526 - (X1  * (-2.0715112755410603 - X1 ))) - ((5.98412073287049 * (3.2806806598133083 / ((6.920429905102353 * 4.498887775141176) / (((((-4.696552661115787 * (-8.899206592852714 + (1.7868121654375742 / ((-8.731132650704478 * -9.0880623659558) * 6.818079745998215)))) / (3.5913392661691574 / -2.4906038173687506)) - (-9.50163455662649 - 7.892822434591441)) * 6.818079745998215) / X1 )))) / (-1.554731669070792 - (8.043121145266454 * -9.455984255346173)))) - -1.4058829865114912) + 3.9642706919519917)) + 6.908808617463148) + 8.85986827551643))) / (X1  / (-3.4016098318904175 * 6.818079745998215))) * 2.1303209803318026))) / 2.0493642724370957) - -4.696552661115787))) / 3.1638304846399485)) / ((-2.1085959544298927 * -9.455984255346173) / -7.759397196180762)) + (X1  * 3.7594917208429397)) * X1 )))) / -7.269165676445022) * (X1  * X1 )))),((X1  / (39.23138307567982 / (-2.6702624120203717 * ((((-9.50163455662649 - ((X1  / 2.1303209803318026) * X1 )) / 0.45905987754110633) + -8.731132650704478) + 4.498887775141176)))) + (-8.731132650704478 + ((((12.771560428946492 - (((3.1638304846399485 * (3.1638304846399485 * (3.5913392661691574 * X1 ))) + 0.5515236234342389) + -3.2068274796430027)) + ((9.166920014073014 * (X1  * 1.4419546659070173)) / (X1  * ((((-8.703174619247628 - ((3.7630748605486826 * (3.4655464267815557 - ((((35.690364920400086 - (-1.0688496054177081 - ((-68.39249999645321 - X1 ) + 15.052071812606838))) - (3.3201717854092117 / (((X1  * ((3.753945243642523 + (1.0358117703975545 * (((0.1379878187280088 + (-4.696552661115787 - (8.599545479559822 + (X1  * (X1  * X1 ))))) * X1 ) * (X1  * 2.1303209803318026)))) - (((-9.455984255346173 / ((((-8.301260055185526 - (X1  * (-2.0715112755410603 - X1 ))) - ((5.98412073287049 * (3.2806806598133083 / (31.134237498786383 / (-78.95435798525322 / X1 )))) / 74.50089524441069)) - -1.4058829865114912) + 3.9642706919519917)) + 6.908808617463148) + 8.85986827551643))) / (X1  / -23.19244709860045)) * 2.1303209803318026))) / 2.0493642724370957) - -4.696552661115787))) / 3.1638304846399485)) / -2.569639063687804) + (X1  * 3.7594917208429397)) * X1 )))) / -7.269165676445022) * (X1  * X1 ))))
23,2.2817254822354803E11,367.57712407089804,2.2817254822354803E11,((3.7594917208429397 * X1 ) + (0.8141161326202209 * (((X1  * ((6.134843588709394 / (8.043121145266454 / ((X1  * 8.043121145266454) - (-1.720532347405257 + (-8.339804890855858 + (1.965925971165392 * 6.818079745998215)))))) * X1 )) - (3.7594917208429397 + 3.3201717854092117)) - 7.892822434591441))),((3.7594917208429397 * X1 ) + (0.8141161326202209 * (((X1  * ((6.134843588709394 / (8.043121145266454 / ((X1  * 8.043121145266454) - 3.3435028078735165))) * X1 )) - 7.079663506252151) - 7.892822434591441)))
24,5.0422880055727325E11,367.57712407089804,5.0422880055727325E11,((3.7594917208429397 * X1 ) + (0.8141161326202209 * (((X1  * ((6.134843588709394 / (8.043121145266454 / ((X1  * 8.043121145266454) - (-1.720532347405257 + (-8.339804890855858 + (1.965925971165392 * 6.818079745998215)))))) * X1 )) - (3.7594917208429397 + 3.3201717854092117)) - 7.892822434591441))),((3.7594917208429397 * X1 ) + (0.8141161326202209 * (((X1  * ((6.134843588709394 / (8.043121145266454 / ((X1  * 8.043121145266454) - 3.3435028078735165))) * X1 )) - 7.079663506252151) - 7.892822434591441)))
